Account_Name,Resource_ID,Cloud_Provider,Billing_Period,Compute_Hours,Storage_GB_Used,API_Requests,Total_Charge,Service_Name,Description
Security-Ops,ecs-0ca2184,AWS,2026-06,497.7,0.0,0,908.27,ECS,Fargate API cluster
Production-Secondary,sqs-0086923,AWS,2026-06,0.0,0.0,25595663,12.8,SQS,Event notification queue
Internal-Tools,gcs-0a02698,GCP,2026-06,0.0,468.5,7498545,86.71,Cloud Storage,Temp processing bucket
Finance-Systems,eks-061d810,AWS,2026-06,851.7,0.0,0,2555.08,EKS,Production K8s cluster
Production-Main,kin-045b307,AWS,2026-06,736.6,0.0,20461836,298.74,Kinesis,Firehose delivery
Shared-Services,nat-0d7f916,AWS,2026-06,669.7,0.0,0,305.6,NAT Gateway,Production VPC NAT
Finance-Systems,aks-0bf9833,AZURE,2026-06,248.0,0.0,0,372.02,AKS,Dev K8s cluster
Customer-Portal,ebs-0b9a537,AWS,2026-06,0.0,531.3,0,332.02,EBS,io2 volumes database
Production-Main,cmon-0696406,GCP,2026-06,0.0,0.0,20647007,165.18,Cloud Monitoring,Metrics and alerting
DevOps-Central,ec-0ce8236,AWS,2026-06,723.6,0.0,0,520.97,ElastiCache,Redis production cluster
Partner-Integration,sm-0856857,AWS,2026-06,0.0,0.0,1416979,5.67,Secrets Manager,Application secrets
Security-Ops,vm-0f8c889,AZURE,2026-06,712.8,0.0,0,433.59,Virtual Machines,D2s v3 utility server
Compliance-Audit,elb-0aeb454,AWS,2026-06,444.8,0.0,30888700,192.74,ELB,Network load balancer
Mobile-Backend,ebs-0898961,AWS,2026-06,0.0,4230.6,0,190.39,EBS,st1 volumes archive
Marketing-Platform,gke-110b932,GCP,2026-06,3655.0,0.0,0,7309.89,GKE,GPU node pool
Security-Ops,lam-017a794,AWS,2026-06,0.0,0.0,3830770,27.01,Lambda,Image resizer
Partner-Integration,rds-1042178,AWS,2026-06,920.8,639.4,0,1822.4,RDS,db.r5.large PostgreSQL replica
Customer-Portal,blob-0442236,AZURE,2026-06,0.0,5391.0,0,539.1,Blob Storage,Security audit logs
Customer-Portal,csql-027c570,GCP,2026-06,987.5,274.3,0,1186.35,Cloud SQL,PostgreSQL replica
IoT-Platform,bq-0d7b721,GCP,2026-06,0.0,1982.0,0,792.78,BigQuery,Data export queries
Analytics-Platform,aks-059f313,AZURE,2026-06,1321.0,0.0,0,1981.52,AKS,Staging K8s cluster
Customer-Portal,clog-0274116,GCP,2026-06,0.0,580.7,0,145.19,Cloud Logging,Application logs
Edge-Network,df-098c180,GCP,2026-06,642.8,0.0,0,1564.03,Dataflow,Streaming pipeline
Data-Science,gcf-0cd0636,GCP,2026-06,0.0,0.0,20450693,306.76,Cloud Functions,Pub/Sub processors
Security-Ops,sm-08a6920,AWS,2026-06,0.0,0.0,1226781,4.91,Secrets Manager,Application secrets
Customer-Portal,blob-0c4e917,AZURE,2026-06,0.0,4813.1,0,481.31,Blob Storage,Security audit logs
Production-Main,eh-0026187,AZURE,2026-06,0.0,681.4,0,170.36,Event Hubs,Capture to storage
Compliance-Audit,sns-0c1d686,AWS,2026-06,0.0,0.0,11829747,5.91,SNS,Alert notifications
IoT-Platform,mem-0d64683,GCP,2026-06,759.5,0.0,0,546.91,Memorystore,Redis production cache
Customer-Portal,appi-0257485,AZURE,2026-06,0.0,0.0,40222616,502.78,Application Insights,APM telemetry
DevOps-Central,vm-0814453,AZURE,2026-06,637.2,0.0,0,193.81,Virtual Machines,B2s development VM
Edge-Network,ecs-031f111,AWS,2026-06,286.6,0.0,0,523.0,ECS,Fargate worker cluster
ML-Training,i-0dad813,AWS,2026-06,618.1,0.0,0,2143.01,EC2,r5.2xlarge database server
Production-Secondary,redis-0801574,AZURE,2026-06,1074.1,0.0,0,544.5,Azure Cache for Redis,Standard C2 cache
Marketing-Platform,sm-0a3a425,AWS,2026-06,0.0,0.0,861779,3.44,Secrets Manager,Application secrets
Compliance-Audit,kin-083d194,AWS,2026-06,674.8,0.0,28114218,410.47,Kinesis,Data stream ingestion
Finance-Systems,gcf-1015168,GCP,2026-06,0.0,0.0,8188910,122.83,Cloud Functions,Auth handlers
Partner-Integration,eks-03c5402,AWS,2026-06,754.7,0.0,0,2264.03,EKS,Production K8s cluster
Edge-Network,lam-0e35921,AWS,2026-06,0.0,0.0,19969750,139.79,Lambda,Data transformer
Finance-Systems,ado-0e52241,AZURE,2026-06,542.7,0.0,0,271.34,Azure DevOps,Pipelines hosted
Marketing-Platform,sm-0d30645,AWS,2026-06,0.0,0.0,1065839,4.26,Secrets Manager,Application secrets
Marketing-Platform,sm-0e7c136,AWS,2026-06,0.0,0.0,801742,3.2,Secrets Manager,Application secrets
Finance-Systems,sentinel-07b4432,AZURE,2026-06,0.0,0.0,110275395,2756.88,Microsoft Sentinel,SIEM detection
Partner-Integration,elb-0bd4274,AWS,2026-06,611.0,0.0,8486030,123.55,ELB,Classic load balancer
Marketing-Platform,gke-0c87458,GCP,2026-06,1816.9,0.0,0,3633.76,GKE,ML training cluster
Internal-Tools,rs-02b6574,AWS,2026-06,0.0,0.0,4809418,240.47,Redshift,Spectrum queries
Production-Secondary,sentinel-0502751,AZURE,2026-06,0.0,0.0,64363410,1609.08,Microsoft Sentinel,SIEM detection
Data-Science,rs-0146862,AWS,2026-06,721.7,2004.6,0,3658.44,Redshift,Data warehouse cluster
ML-Training,lam-055d746,AWS,2026-06,0.0,0.0,10368353,72.58,Lambda,Notification dispatcher
Customer-Portal,func-0958195,AZURE,2026-06,0.0,0.0,2565528,38.48,Azure Functions,Webhook processor
Finance-Systems,kv-0563504,AZURE,2026-06,0.0,0.0,2884438,8.66,Key Vault,Secrets management
Finance-Systems,gcf-0517299,GCP,2026-06,0.0,0.0,8748275,131.22,Cloud Functions,Auth handlers
Partner-Integration,azmon-0cc4223,AZURE,2026-06,0.0,201.3,26843351,285.22,Azure Monitor,Logs and metrics
Data-Science,blob-0d32531,AZURE,2026-06,0.0,2485.6,6628428,323.13,Blob Storage,Build artifacts
Production-Secondary,blob-04dd841,AZURE,2026-06,0.0,11779.5,29448,94.24,Blob Storage,Archive tier
Security-Ops,lam-09fe233,AWS,2026-06,0.0,0.0,24346433,170.42,Lambda,Data transformer
Staging-Env,fs-0f41779,GCP,2026-06,1204.4,83.6,50180801,689.98,Firestore,User profiles DB
Customer-Portal,redis-0260701,AZURE,2026-06,909.5,0.0,0,461.09,Azure Cache for Redis,Standard C2 cache
Compliance-Audit,i-1029425,AWS,2026-06,600.4,0.0,0,520.39,EC2,m5.large monitoring server
Finance-Systems,gcf-0b69780,GCP,2026-06,0.0,0.0,12673195,190.09,Cloud Functions,Data triggers
Security-Ops,ps-0ff9385,GCP,2026-06,0.0,0.0,29159969,364.5,Pub/Sub,Event streaming
Edge-Network,vpn-0c9e800,AWS,2026-06,489.8,0.0,0,124.16,VPN Gateway,Client VPN endpoint
Production-Main,r53-0c16894,AWS,2026-06,0.0,0.0,15518487,23.29,Route 53,Health checks
Edge-Network,i-06ce887,AWS,2026-06,746.4,0.0,0,2587.58,EC2,r5.2xlarge database server
Production-Main,i-0d80610,AWS,2026-06,452.4,0.0,0,1312.29,EC2,c5.2xlarge HPC node
ML-Training,i-0b25477,AWS,2026-06,558.9,0.0,0,1937.84,EC2,r5.2xlarge database server
Partner-Integration,rds-03c8753,AWS,2026-06,425.0,118.0,0,501.68,RDS,db.t3.medium MySQL staging
Marketing-Platform,r53-01dd837,AWS,2026-06,0.0,0.0,58055650,87.08,Route 53,DNS hosting
Production-Secondary,sqldb-04d6752,AZURE,2026-06,531.4,184.6,0,889.24,SQL Database,Standard S3 production
Edge-Network,ps-0791593,GCP,2026-06,0.0,0.0,46282417,578.53,Pub/Sub,Log forwarding
Marketing-Platform,i-01e7981,AWS,2026-06,582.7,0.0,0,1689.8,EC2,c5.2xlarge HPC node
Finance-Systems,sb-093d809,AZURE,2026-06,0.0,0.0,25709871,64.27,Service Bus,Standard messaging
Security-Ops,ps-0eca484,GCP,2026-06,0.0,0.0,31712772,396.41,Pub/Sub,Event streaming
Data-Science,clog-0f05447,GCP,2026-06,0.0,536.0,0,134.01,Cloud Logging,Application logs
QA-Testing,ec-1136274,AWS,2026-06,829.1,0.0,0,596.95,ElastiCache,Redis production cluster
Security-Ops,ses-09f7782,AWS,2026-06,0.0,0.0,2446103,2.93,SES,Transactional email
Finance-Systems,gcs-0589860,GCP,2026-06,0.0,387.9,6206187,71.75,Cloud Storage,Temp processing bucket
Edge-Network,cmon-040a287,GCP,2026-06,0.0,0.0,26638255,213.11,Cloud Monitoring,Metrics and alerting
Security-Ops,s3-08db379,AWS,2026-06,0.0,51.2,25596104,166.37,S3,Static website hosting
Partner-Integration,sb-03ab945,AZURE,2026-06,727.3,0.0,10101774,553.07,Service Bus,Premium messaging
Partner-Integration,ses-03cb400,AWS,2026-06,0.0,0.0,2181547,2.62,SES,Transactional email
ML-Training,lam-0c34400,AWS,2026-06,0.0,0.0,10113502,70.79,Lambda,Notification dispatcher
Edge-Network,bq-0476620,GCP,2026-06,0.0,5988.5,0,2395.42,BigQuery,Log analytics
DevOps-Central,appi-00d4852,AZURE,2026-06,0.0,0.0,66129801,826.62,Application Insights,APM telemetry
Security-Ops,eh-08a0504,AZURE,2026-06,0.0,399.7,0,99.94,Event Hubs,Capture to storage
Internal-Tools,elb-08c2704,AWS,2026-06,995.3,0.0,13824402,201.28,ELB,Classic load balancer
Compliance-Audit,ecs-0d1c714,AWS,2026-06,487.6,0.0,0,889.93,ECS,Fargate worker cluster
DevOps-Central,azmon-061e582,AZURE,2026-06,0.0,321.3,42850636,455.29,Azure Monitor,Logs and metrics
Finance-Systems,gcs-0852873,GCP,2026-06,0.0,10682.1,3560699,320.46,Cloud Storage,Data lake bucket
DR-Recovery,appi-07b6956,AZURE,2026-06,0.0,0.0,19502659,243.79,Application Insights,Custom metrics
Shared-Services,ado-078c824,AZURE,2026-06,0.0,84.6,0,21.15,Azure DevOps,Artifacts storage
Production-Main,i-1108283,AWS,2026-06,325.7,0.0,0,944.4,EC2,c5.2xlarge HPC node
Compliance-Audit,s3-0c95132,AWS,2026-06,0.0,743.3,1486643,65.05,S3,Artifact storage
Edge-Network,ebs-09ad548,AWS,2026-06,0.0,740.4,0,92.55,EBS,gp3 volumes production
Staging-Env,bq-0f5b837,GCP,2026-06,0.0,5294.9,0,2117.94,BigQuery,Log analytics
Production-Main,i-000d373,AWS,2026-06,406.4,0.0,0,1178.54,EC2,c5.2xlarge HPC node
Compliance-Audit,s3-0667496,AWS,2026-06,0.0,12116.0,2423192,424.05,S3,Data lake raw zone
Finance-Systems,blob-1044860,AZURE,2026-06,0.0,8471.9,84716,254.15,Blob Storage,Backup storage
Finance-Systems,csql-0eba390,GCP,2026-06,658.2,182.9,0,790.84,Cloud SQL,PostgreSQL replica
Data-Science,gcf-0b1b828,GCP,2026-06,0.0,0.0,10345746,155.19,Cloud Functions,Auth handlers
Mobile-Backend,ec-032e628,AWS,2026-06,616.5,0.0,0,443.87,ElastiCache,Redis production cluster
Partner-Integration,r53-060c599,AWS,2026-06,0.0,0.0,66343332,99.52,Route 53,DNS hosting
Internal-Tools,s3-0e43727,AWS,2026-06,0.0,3781.0,6049529,276.01,S3,Media content bucket
Finance-Systems,ado-0451264,AZURE,2026-06,512.2,0.0,0,256.08,Azure DevOps,Pipelines hosted
Production-Main,vai-0775922,GCP,2026-06,749.8,0.0,8330123,1624.37,Vertex AI,Model serving endpoints
Security-Ops,ecs-0499787,AWS,2026-06,438.9,0.0,0,801.09,ECS,Fargate worker cluster
Finance-Systems,gcf-0239796,GCP,2026-06,0.0,0.0,14799620,221.99,Cloud Functions,Data triggers
Finance-Systems,cr-086d481,GCP,2026-06,571.9,0.0,2382794,743.43,Cloud Run,ETL pipeline service
IoT-Platform,fs-064b410,GCP,2026-06,1037.8,28.8,72070696,756.75,Firestore,Session store
Shared-Services,sb-0621661,AZURE,2026-06,575.9,0.0,7999818,437.99,Service Bus,Premium messaging
Analytics-Platform,vai-0b7a724,GCP,2026-06,210.0,0.0,0,1050.27,Vertex AI,AutoML jobs
Production-Main,csql-109c812,GCP,2026-06,791.4,549.6,0,1560.79,Cloud SQL,MySQL analytics
Production-Secondary,ps-1180924,GCP,2026-06,0.0,0.0,12892463,161.15,Pub/Sub,Data pipeline
Customer-Portal,func-081c995,AZURE,2026-06,0.0,0.0,2888866,43.33,Azure Functions,Webhook processor
Partner-Integration,vai-03b5957,GCP,2026-06,225.8,0.0,0,1129.17,Vertex AI,AutoML jobs
Marketing-Platform,vai-0c18574,GCP,2026-06,249.2,0.0,0,1245.73,Vertex AI,AutoML jobs
Analytics-Platform,clog-0e12229,GCP,2026-06,0.0,468.5,0,117.13,Cloud Logging,Application logs
Production-Secondary,s3-0075793,AWS,2026-06,0.0,67.9,33956364,220.72,S3,Static website hosting
Security-Ops,sqs-0195828,AWS,2026-06,0.0,0.0,40620164,20.31,SQS,Event notification queue
Security-Ops,ebs-08c0486,AWS,2026-06,0.0,724.8,0,453.04,EBS,io2 volumes database
Production-Main,cf-0a4b960,AWS,2026-06,0.0,0.0,59730456,298.65,CloudFront,CDN API distribution
QA-Testing,elb-03e9138,AWS,2026-06,831.9,0.0,57768913,360.48,ELB,Network load balancer
Marketing-Platform,sm-10db510,AWS,2026-06,0.0,0.0,1198855,4.79,Secrets Manager,Application secrets
Marketing-Platform,gke-1057959,GCP,2026-06,2197.4,0.0,0,4394.86,GKE,ML training cluster
Customer-Portal,vm-0dcd189,AZURE,2026-06,478.4,0.0,0,873.05,Virtual Machines,E4s v3 SIEM collector
DevOps-Central,cosmos-00ee239,AZURE,2026-06,760.2,52.8,15836529,514.69,Cosmos DB,Config store
Staging-Env,fs-109d158,GCP,2026-06,789.4,54.8,32891026,452.25,Firestore,User profiles DB
Finance-Systems,aks-0554673,AZURE,2026-06,276.8,0.0,0,415.29,AKS,Dev K8s cluster
Data-Science,ses-0e41871,AWS,2026-06,0.0,0.0,2181407,2.62,SES,Transactional email
Internal-Tools,eh-097f635,AZURE,2026-06,0.0,543.2,0,135.82,Event Hubs,Capture to storage
Production-Main,rds-0005467,AWS,2026-06,695.5,483.0,0,1787.01,RDS,db.r5.xlarge PostgreSQL primary
DR-Recovery,appi-0d8e996,AZURE,2026-06,0.0,0.0,51571229,644.64,Application Insights,APM telemetry
Shared-Services,gcs-06aa524,GCP,2026-06,0.0,7574.9,189372,174.23,Cloud Storage,Backup bucket
Finance-Systems,redis-0211914,AZURE,2026-06,786.5,0.0,0,956.89,Azure Cache for Redis,Premium P1 cache
QA-Testing,ebs-0cff760,AWS,2026-06,0.0,1166.8,0,145.86,EBS,gp3 volumes production
Production-Secondary,elb-0fed620,AWS,2026-06,575.8,0.0,39985023,249.51,ELB,Network load balancer
Production-Secondary,csql-008e810,GCP,2026-06,620.6,430.9,0,1223.87,Cloud SQL,MySQL analytics
Customer-Portal,eh-075a870,AZURE,2026-06,735.3,0.0,30639575,335.5,Event Hubs,Standard throughput units
Production-Main,blob-086a814,AZURE,2026-06,0.0,2416.1,6442804,314.09,Blob Storage,Build artifacts
ML-Training,ebs-0b54889,AWS,2026-06,0.0,4594.2,0,206.74,EBS,st1 volumes archive
Finance-Systems,gcf-0ebd850,GCP,2026-06,0.0,0.0,11801287,177.01,Cloud Functions,Data triggers
Analytics-Platform,aks-09f1619,AZURE,2026-06,1253.8,0.0,0,1880.76,AKS,Staging K8s cluster
Partner-Integration,sm-03d6254,AWS,2026-06,0.0,0.0,1309594,5.24,Secrets Manager,Application secrets
Analytics-Platform,ado-0968389,AZURE,2026-06,0.0,120.4,0,30.1,Azure DevOps,Artifacts storage
Finance-Systems,cr-0fbf375,GCP,2026-06,508.3,0.0,2117908,660.79,Cloud Run,ETL pipeline service
Customer-Portal,vm-0d19441,AZURE,2026-06,536.2,0.0,0,326.17,Virtual Machines,D2s v3 utility server
Security-Ops,s3-09e0838,AWS,2026-06,0.0,56.9,28464503,185.01,S3,Static website hosting
Edge-Network,ebs-0907384,AWS,2026-06,0.0,415.2,0,259.53,EBS,io2 volumes database
ML-Training,sqs-0365439,AWS,2026-06,0.0,0.0,517296,0.26,SQS,Dead letter queue
Partner-Integration,eks-03c4771,AWS,2026-06,433.8,0.0,0,1301.29,EKS,Staging K8s cluster
Compliance-Audit,ses-0ad0283,AWS,2026-06,0.0,0.0,1815767,2.18,SES,Transactional email
Shared-Services,vm-0594419,AZURE,2026-06,829.0,0.0,0,3025.99,Virtual Machines,E8s v3 memory-optimized
Internal-Tools,gcs-0985887,GCP,2026-06,0.0,19818.4,6606142,594.55,Cloud Storage,Data lake bucket
Mobile-Backend,sqldb-0e7e331,AZURE,2026-06,763.7,530.3,0,3097.16,SQL Database,Premium P1 analytics
Production-Secondary,app-05e2432,AZURE,2026-06,1136.9,0.0,0,691.56,App Service,Web app P1v3
Shared-Services,rds-0c30227,AWS,2026-06,485.7,337.2,0,961.06,RDS,db.r5.large PostgreSQL replica
Production-Main,blob-09bc732,AZURE,2026-06,0.0,5938.3,2226874,315.47,Blob Storage,Data lake storage
Customer-Portal,ses-0bde451,AWS,2026-06,0.0,0.0,685355,0.83,SES,Marketing email
Compliance-Audit,rds-055c490,AWS,2026-06,1106.5,768.4,0,2189.9,RDS,db.r5.large PostgreSQL replica
Data-Science,kin-0141333,AWS,2026-06,731.6,0.0,20321768,296.7,Kinesis,Firehose delivery
Analytics-Platform,bq-0a93447,GCP,2026-06,0.0,2082.5,0,833.0,BigQuery,BI reporting views
Analytics-Platform,clog-0d3f486,GCP,2026-06,0.0,415.0,0,103.76,Cloud Logging,Application logs
Staging-Env,bq-00fd332,GCP,2026-06,0.0,2017.0,0,806.79,BigQuery,Data export queries
Marketing-Platform,gke-01f1963,GCP,2026-06,2415.4,0.0,0,4830.9,GKE,ML training cluster
Mobile-Backend,kv-0d0a877,AZURE,2026-06,0.0,0.0,1612626,4.84,Key Vault,Secrets management
Production-Secondary,blob-04c0764,AZURE,2026-06,0.0,2291.6,5729036,372.39,Blob Storage,Media content
Security-Ops,sqs-0acf483,AWS,2026-06,0.0,0.0,45866078,22.94,SQS,Event notification queue
Marketing-Platform,sm-0c60824,AWS,2026-06,0.0,0.0,984453,3.93,Secrets Manager,Application secrets
Customer-Portal,vm-0ea1350,AZURE,2026-06,613.9,0.0,0,373.43,Virtual Machines,D2s v3 utility server
Edge-Network,eks-0c0a109,AWS,2026-06,608.1,0.0,0,1824.21,EKS,Production K8s cluster
Shared-Services,aks-01c1897,AZURE,2026-06,1075.8,0.0,0,1613.66,AKS,Staging K8s cluster
Production-Secondary,vai-078b500,GCP,2026-06,238.5,0.0,0,1192.58,Vertex AI,AutoML jobs
ML-Training,i-0b05946,AWS,2026-06,569.6,0.0,0,1974.84,EC2,r5.2xlarge database server
Marketing-Platform,vai-0675764,GCP,2026-06,555.0,0.0,6166428,1202.45,Vertex AI,Model serving endpoints
Finance-Systems,app-0d8b965,AZURE,2026-06,848.8,0.0,0,129.07,App Service,Web app B1
Production-Main,cf-05be618,AWS,2026-06,0.0,0.0,53323012,266.61,CloudFront,CDN API distribution
Production-Secondary,ecs-0073512,AWS,2026-06,473.2,0.0,0,863.63,ECS,Fargate API cluster
Data-Science,gcs-0a7b183,GCP,2026-06,0.0,9116.1,227903,209.66,Cloud Storage,Backup bucket
Compliance-Audit,elb-0d8f759,AWS,2026-06,383.8,0.0,26650852,166.3,ELB,Network load balancer
Security-Ops,ecs-1053185,AWS,2026-06,479.7,0.0,0,875.51,ECS,Fargate worker cluster
Internal-Tools,rds-02c5855,AWS,2026-06,703.4,488.5,0,1807.28,RDS,db.r5.xlarge PostgreSQL primary
Marketing-Platform,r53-0b06291,AWS,2026-06,0.0,0.0,54244551,81.36,Route 53,DNS hosting
Edge-Network,csql-04c4474,GCP,2026-06,893.2,248.1,0,1073.03,Cloud SQL,PostgreSQL replica
Data-Science,blob-06c1498,AZURE,2026-06,0.0,9794.6,97945,293.84,Blob Storage,Backup storage
Analytics-Platform,bq-0616922,GCP,2026-06,0.0,16925.7,0,6770.3,BigQuery,ML training datasets
Internal-Tools,gcs-08ae795,GCP,2026-06,0.0,2076.9,1038428,321.91,Cloud Storage,Model artifacts
Analytics-Platform,eh-0c1e810,AZURE,2026-06,490.7,0.0,20448701,223.91,Event Hubs,Standard throughput units
QA-Testing,lam-1169721,AWS,2026-06,0.0,0.0,83936925,587.55,Lambda,Auth token validator
Shared-Services,func-0456674,AZURE,2026-06,0.0,0.0,450610,6.76,Azure Functions,Timer triggers
Data-Science,cr-0124770,GCP,2026-06,316.7,0.0,1319789,274.52,Cloud Run,Image processor
Analytics-Platform,gcs-067a623,GCP,2026-06,0.0,2491.9,2491939,180.66,Cloud Storage,Media assets bucket
Finance-Systems,cosmos-0527195,AZURE,2026-06,490.4,136.2,27244114,1106.79,Cosmos DB,User data store
Partner-Integration,app-03b2567,AZURE,2026-06,629.7,0.0,0,383.09,App Service,Web app P1v3
Compliance-Audit,elb-0385602,AWS,2026-06,781.0,0.0,32542915,236.91,ELB,Application load balancer
Finance-Systems,s3-0570229,AWS,2026-06,0.0,2435.7,1217853,91.34,S3,Analytics export bucket
DevOps-Central,aks-0f83666,AZURE,2026-06,402.3,0.0,0,603.37,AKS,Dev K8s cluster
QA-Testing,lam-0622244,AWS,2026-06,0.0,0.0,32797441,227.94,Lambda,API gateway handler
Production-Secondary,sentinel-118d311,AZURE,2026-06,0.0,0.0,65175934,1629.4,Microsoft Sentinel,SIEM detection
Customer-Portal,df-027d947,GCP,2026-06,655.2,0.0,0,1594.29,Dataflow,Streaming pipeline
Production-Main,kv-0426522,AZURE,2026-06,0.0,0.0,2316670,6.95,Key Vault,Secrets management
QA-Testing,lam-07f0573,AWS,2026-06,0.0,0.0,4907410,34.59,Lambda,Image resizer
Marketing-Platform,sm-01d7826,AWS,2026-06,0.0,0.0,925862,3.7,Secrets Manager,Application secrets
Edge-Network,ec-0e4b931,AWS,2026-06,804.1,0.0,0,578.93,ElastiCache,Redis production cluster
Marketing-Platform,rds-0d51613,AWS,2026-06,480.7,133.6,0,567.5,RDS,db.t3.medium MySQL staging
ML-Training,kin-0a76630,AWS,2026-06,722.7,0.0,30113739,439.66,Kinesis,Data stream ingestion
Security-Ops,eks-0191572,AWS,2026-06,500.1,0.0,0,1500.24,EKS,Staging K8s cluster
Shared-Services,vpn-0199240,AWS,2026-06,902.9,0.0,0,228.85,VPN Gateway,Client VPN endpoint
Mobile-Backend,sqldb-1045702,AZURE,2026-06,765.2,531.4,0,3103.34,SQL Database,Premium P1 analytics
Shared-Services,kv-0d17212,AZURE,2026-06,0.0,0.0,409421,1.23,Key Vault,Certificate store
Finance-Systems,s3-0555363,AWS,2026-06,0.0,67.3,33662274,218.81,S3,Static website hosting
Compliance-Audit,s3-0f76493,AWS,2026-06,0.0,818.9,1637885,71.66,S3,Artifact storage
Partner-Integration,vai-0eb9357,GCP,2026-06,598.0,0.0,0,2990.18,Vertex AI,Training pipelines
Internal-Tools,lam-100a745,AWS,2026-06,0.0,0.0,1120885,8.41,Lambda,Cron job runner
Marketing-Platform,ddb-0bef403,AWS,2026-06,593.7,8.2,4122839,72.15,DynamoDB,Config store table
Data-Science,gcs-043a104,GCP,2026-06,0.0,610.4,9765729,112.91,Cloud Storage,Temp processing bucket
Finance-Systems,vm-05c1838,AZURE,2026-06,760.3,0.0,0,1849.82,Virtual Machines,D8s v3 application server
Analytics-Platform,kv-05a4469,AZURE,2026-06,0.0,0.0,1504331,4.51,Key Vault,Secrets management
Security-Ops,ebs-0a88692,AWS,2026-06,0.0,4328.9,0,194.8,EBS,st1 volumes archive
Internal-Tools,cr-02e1655,GCP,2026-06,501.7,0.0,4180876,434.81,Cloud Run,Webhook handler
Marketing-Platform,vpn-04ea593,AWS,2026-06,817.0,0.0,0,207.09,VPN Gateway,Client VPN endpoint
IoT-Platform,mem-1148803,GCP,2026-06,833.2,0.0,0,599.96,Memorystore,Redis production cache
Partner-Integration,vai-1105921,GCP,2026-06,232.8,0.0,0,1164.28,Vertex AI,AutoML jobs
Finance-Systems,clog-0eff840,GCP,2026-06,0.0,211.8,0,52.98,Cloud Logging,Audit logs
