Account_Name,Resource_ID,Cloud_Provider,Billing_Period,Compute_Hours,Storage_GB_Used,API_Requests,Total_Charge,Service_Name,Description
Partner-Integration,gcs-0f81901,GCP,2026-07,0.0,20384.8,52331,207.61,Cloud Storage,Archive bucket
DR-Recovery,cosmos-04b4890,AZURE,2026-07,988.9,67.2,20216923,658.77,Cosmos DB,Config store
Data-Science,gcf-0117841,GCP,2026-07,0.0,0.0,11280333,164.44,Cloud Functions,Auth handlers
Marketing-Platform,i-01e6426,AWS,2026-07,1027.5,0.0,0,74.53,EC2,t3.micro bastion host
DevOps-Central,azmon-0b5a859,AZURE,2026-07,0.0,353.1,44773226,501.89,Azure Monitor,Logs and metrics
Staging-Env,df-080d892,GCP,2026-07,657.0,0.0,0,1642.18,Dataflow,Streaming pipeline
Data-Science,cosmos-0de3347,AZURE,2026-07,833.1,235.5,46738855,1913.74,Cosmos DB,User data store
Customer-Portal,eh-067c886,AZURE,2026-07,0.0,662.4,0,166.76,Event Hubs,Capture to storage
Security-Ops,ecs-0ca2184,AWS,2026-07,530.9,0.0,0,946.49,ECS,Fargate API cluster
Production-Secondary,sqs-0086923,AWS,2026-07,0.0,0.0,27837576,13.70,SQS,Event notification queue
Internal-Tools,gcs-0a02698,GCP,2026-07,0.0,506.1,8234152,93.23,Cloud Storage,Temp processing bucket
Finance-Systems,eks-061d810,AWS,2026-07,935.5,0.0,0,2659.89,EKS,Production K8s cluster
Production-Main,kin-045b307,AWS,2026-07,777.0,0.0,22366690,315.19,Kinesis,Firehose delivery
Shared-Services,nat-0d7f916,AWS,2026-07,735.2,0.0,0,322.34,NAT Gateway,Production VPC NAT
Finance-Systems,aks-0bf9833,AZURE,2026-07,259.8,0.0,0,396.26,AKS,Dev K8s cluster
Customer-Portal,ebs-0b9a537,AWS,2026-07,0.0,562.2,0,362.32,EBS,io2 volumes database
Production-Main,cmon-0696406,GCP,2026-07,0.0,0.0,21660056,175.36,Cloud Monitoring,Metrics and alerting
DevOps-Central,ec-0ce8236,AWS,2026-07,779.4,0.0,0,562.96,ElastiCache,Redis production cluster
Partner-Integration,sm-0856857,AWS,2026-07,0.0,0.0,1483560,6.21,Secrets Manager,Application secrets
Security-Ops,vm-0f8c889,AZURE,2026-07,755.4,0.0,0,466.21,Virtual Machines,D2s v3 utility server
Compliance-Audit,elb-0aeb454,AWS,2026-07,475.7,0.0,33198465,205.68,ELB,Network load balancer
Mobile-Backend,ebs-0898961,AWS,2026-07,0.0,4439.4,0,199.69,EBS,st1 volumes archive
Marketing-Platform,gke-110b932,GCP,2026-07,3849.6,0.0,0,7727.54,GKE,GPU node pool
Security-Ops,lam-017a794,AWS,2026-07,0.0,0.0,4039370,28.91,Lambda,Image resizer
Partner-Integration,rds-1042178,AWS,2026-07,1012.3,667.1,0,1975.75,RDS,db.r5.large PostgreSQL replica
Customer-Portal,blob-0442236,AZURE,2026-07,0.0,5919.1,0,583.55,Blob Storage,Security audit logs
Customer-Portal,csql-027c570,GCP,2026-07,1028.8,287.0,0,1252.49,Cloud SQL,PostgreSQL replica
IoT-Platform,bq-0d7b721,GCP,2026-07,0.0,2081.1,0,845.08,BigQuery,Data export queries
Analytics-Platform,aks-059f313,AZURE,2026-07,1442.6,0.0,0,2167.82,AKS,Staging K8s cluster
Customer-Portal,clog-0274116,GCP,2026-07,0.0,629.1,0,153.25,Cloud Logging,Application logs
Edge-Network,df-098c180,GCP,2026-07,692.0,0.0,0,1703.59,Dataflow,Streaming pipeline
Data-Science,gcf-0cd0636,GCP,2026-07,0.0,0.0,21778257,324.94,Cloud Functions,Pub/Sub processors
Security-Ops,sm-08a6920,AWS,2026-07,0.0,0.0,1281380,5.34,Secrets Manager,Application secrets
Customer-Portal,blob-0c4e917,AZURE,2026-07,0.0,5264.8,0,502.53,Blob Storage,Security audit logs
Production-Main,eh-0026187,AZURE,2026-07,0.0,713.9,0,178.21,Event Hubs,Capture to storage
Compliance-Audit,sns-0c1d686,AWS,2026-07,0.0,0.0,12346275,6.32,SNS,Alert notifications
IoT-Platform,mem-0d64683,GCP,2026-07,830.0,0.0,0,585.55,Memorystore,Redis production cache
Customer-Portal,appi-0257485,AZURE,2026-07,0.0,0.0,42352492,524.86,Application Insights,APM telemetry
DevOps-Central,vm-0814453,AZURE,2026-07,669.4,0.0,0,207.47,Virtual Machines,B2s development VM
Edge-Network,ecs-031f111,AWS,2026-07,300.7,0.0,0,573.02,ECS,Fargate worker cluster
ML-Training,i-0dad813,AWS,2026-07,661.5,0.0,0,2259.85,EC2,r5.2xlarge database server
Production-Secondary,redis-0801574,AZURE,2026-07,1118.2,0.0,0,594.96,Azure Cache for Redis,Standard C2 cache
Marketing-Platform,sm-0a3a425,AWS,2026-07,0.0,0.0,900298,3.67,Secrets Manager,Application secrets
Compliance-Audit,kin-083d194,AWS,2026-07,731.2,0.0,29766095,430.23,Kinesis,Data stream ingestion
Finance-Systems,gcf-1015168,GCP,2026-07,0.0,0.0,8611274,132.14,Cloud Functions,Auth handlers
Partner-Integration,eks-03c5402,AWS,2026-07,828.7,0.0,0,2409.15,EKS,Production K8s cluster
Edge-Network,lam-0e35921,AWS,2026-07,0.0,0.0,21736669,146.76,Lambda,Data transformer
Finance-Systems,ado-0e52241,AZURE,2026-07,579.5,0.0,0,291.67,Azure DevOps,Pipelines hosted
Marketing-Platform,sm-0d30645,AWS,2026-07,0.0,0.0,1170441,4.67,Secrets Manager,Application secrets
Marketing-Platform,sm-0e7c136,AWS,2026-07,0.0,0.0,864076,3.46,Secrets Manager,Application secrets
Finance-Systems,sentinel-07b4432,AZURE,2026-07,0.0,0.0,119794527,2887.64,Microsoft Sentinel,SIEM detection
Partner-Integration,elb-0bd4274,AWS,2026-07,646.4,0.0,9025682,135.81,ELB,Classic load balancer
Marketing-Platform,gke-0c87458,GCP,2026-07,1941.3,0.0,0,3950.57,GKE,ML training cluster
Internal-Tools,rs-02b6574,AWS,2026-07,0.0,0.0,5090588,263.21,Redshift,Spectrum queries
Production-Secondary,sentinel-0502751,AZURE,2026-07,0.0,0.0,70719792,1747.29,Microsoft Sentinel,SIEM detection
Data-Science,rs-0146862,AWS,2026-07,791.8,2110.2,0,3848.17,Redshift,Data warehouse cluster
ML-Training,lam-055d746,AWS,2026-07,0.0,0.0,11160884,77.73,Lambda,Notification dispatcher
Customer-Portal,func-0958195,AZURE,2026-07,0.0,0.0,2749899,40.93,Azure Functions,Webhook processor
Finance-Systems,kv-0563504,AZURE,2026-07,0.0,0.0,3123016,9.18,Key Vault,Secrets management
Finance-Systems,gcf-0517299,GCP,2026-07,0.0,0.0,9342975,141.87,Cloud Functions,Auth handlers
Partner-Integration,azmon-0cc4223,AZURE,2026-07,0.0,210.4,28965142,298.09,Azure Monitor,Logs and metrics
Data-Science,blob-0d32531,AZURE,2026-07,0.0,2640.6,7192099,340.88,Blob Storage,Build artifacts
Production-Secondary,blob-04dd841,AZURE,2026-07,0.0,12730.1,31821,100.55,Blob Storage,Archive tier
Security-Ops,lam-09fe233,AWS,2026-07,0.0,0.0,26726979,177.32,Lambda,Data transformer
Staging-Env,fs-0f41779,GCP,2026-07,1295.3,90.6,54694724,748.35,Firestore,User profiles DB
Customer-Portal,redis-0260701,AZURE,2026-07,947.7,0.0,0,490.87,Azure Cache for Redis,Standard C2 cache
Compliance-Audit,i-1029425,AWS,2026-07,650.7,0.0,0,541.92,EC2,m5.large monitoring server
Finance-Systems,gcf-0b69780,GCP,2026-07,0.0,0.0,13332630,204.31,Cloud Functions,Data triggers
Security-Ops,ps-0ff9385,GCP,2026-07,0.0,0.0,30516059,387.48,Pub/Sub,Event streaming
Edge-Network,vpn-0c9e800,AWS,2026-07,527.5,0.0,0,133.48,VPN Gateway,Client VPN endpoint
Production-Main,r53-0c16894,AWS,2026-07,0.0,0.0,16418783,24.68,Route 53,Health checks
Edge-Network,i-06ce887,AWS,2026-07,807.4,0.0,0,2751.83,EC2,r5.2xlarge database server
Production-Main,i-0d80610,AWS,2026-07,479.1,0.0,0,1383.11,EC2,c5.2xlarge HPC node
ML-Training,i-0b25477,AWS,2026-07,588.0,0.0,0,2082.41,EC2,r5.2xlarge database server
Partner-Integration,rds-03c8753,AWS,2026-07,445.6,127.9,0,548.89,RDS,db.t3.medium MySQL staging
Marketing-Platform,r53-01dd837,AWS,2026-07,0.0,0.0,60935463,92.30,Route 53,DNS hosting
Production-Secondary,sqldb-04d6752,AZURE,2026-07,564.9,197.3,0,932.65,SQL Database,Standard S3 production
Edge-Network,ps-0791593,GCP,2026-07,0.0,0.0,50520241,630.08,Pub/Sub,Log forwarding
Marketing-Platform,i-01e7981,AWS,2026-07,608.0,0.0,0,1814.21,EC2,c5.2xlarge HPC node
Finance-Systems,sb-093d809,AZURE,2026-07,0.0,0.0,27492452,67.84,Service Bus,Standard messaging
Security-Ops,ps-0eca484,GCP,2026-07,0.0,0.0,34451861,417.10,Pub/Sub,Event streaming
Data-Science,clog-0f05447,GCP,2026-07,0.0,574.5,0,142.40,Cloud Logging,Application logs
QA-Testing,ec-1136274,AWS,2026-07,905.0,0.0,0,637.07,ElastiCache,Redis production cluster
Security-Ops,ses-09f7782,AWS,2026-07,0.0,0.0,2553239,3.21,SES,Transactional email
Finance-Systems,gcs-0589860,GCP,2026-07,0.0,413.0,6490181,76.92,Cloud Storage,Temp processing bucket
Edge-Network,cmon-040a287,GCP,2026-07,0.0,0.0,28593860,231.63,Cloud Monitoring,Metrics and alerting
Security-Ops,s3-08db379,AWS,2026-07,0.0,54.5,27250950,176.22,S3,Static website hosting
Partner-Integration,sb-03ab945,AZURE,2026-07,781.4,0.0,10693922,602.04,Service Bus,Premium messaging
Partner-Integration,ses-03cb400,AWS,2026-07,0.0,0.0,2323736,2.79,SES,Transactional email
ML-Training,lam-0c34400,AWS,2026-07,0.0,0.0,11039608,75.14,Lambda,Notification dispatcher
Edge-Network,bq-0476620,GCP,2026-07,0.0,6530.5,0,2504.07,BigQuery,Log analytics
DevOps-Central,appi-00d4852,AZURE,2026-07,0.0,0.0,70441306,860.58,Application Insights,APM telemetry
Security-Ops,eh-08a0504,AZURE,2026-07,0.0,433.2,0,104.94,Event Hubs,Capture to storage
Internal-Tools,elb-08c2704,AWS,2026-07,1085.0,0.0,14740877,221.07,ELB,Classic load balancer
Compliance-Audit,ecs-0d1c714,AWS,2026-07,525.6,0.0,0,969.40,ECS,Fargate worker cluster
DevOps-Central,azmon-061e582,AZURE,2026-07,0.0,351.4,45421138,490.61,Azure Monitor,Logs and metrics
Finance-Systems,gcs-0852873,GCP,2026-07,0.0,11282.7,3904621,335.11,Cloud Storage,Data lake bucket
DR-Recovery,appi-07b6956,AZURE,2026-07,0.0,0.0,21141994,254.96,Application Insights,Custom metrics
Shared-Services,ado-078c824,AZURE,2026-07,0.0,92.5,0,23.21,Azure DevOps,Artifacts storage
Production-Main,i-1108283,AWS,2026-07,349.8,0.0,0,1007.73,EC2,c5.2xlarge HPC node
Compliance-Audit,s3-0c95132,AWS,2026-07,0.0,781.5,1547960,70.15,S3,Artifact storage
Edge-Network,ebs-09ad548,AWS,2026-07,0.0,805.3,0,100.77,EBS,gp3 volumes production
Staging-Env,bq-0f5b837,GCP,2026-07,0.0,5514.4,0,2240.00,BigQuery,Log analytics
Production-Main,i-000d373,AWS,2026-07,437.7,0.0,0,1238.85,EC2,c5.2xlarge HPC node
Compliance-Audit,s3-0667496,AWS,2026-07,0.0,12904.8,2549996,445.23,S3,Data lake raw zone
Finance-Systems,blob-1044860,AZURE,2026-07,0.0,9289.5,91215,278.02,Blob Storage,Backup storage
Finance-Systems,csql-0eba390,GCP,2026-07,702.1,190.7,0,837.84,Cloud SQL,PostgreSQL replica
Data-Science,gcf-0b1b828,GCP,2026-07,0.0,0.0,11112444,165.16,Cloud Functions,Auth handlers
Mobile-Backend,ec-032e628,AWS,2026-07,655.3,0.0,0,488.06,ElastiCache,Redis production cluster
Partner-Integration,r53-060c599,AWS,2026-07,0.0,0.0,70525570,106.51,Route 53,DNS hosting
Internal-Tools,s3-0e43727,AWS,2026-07,0.0,4060.0,6477692,300.80,S3,Media content bucket
Finance-Systems,ado-0451264,AZURE,2026-07,534.3,0.0,0,274.92,Azure DevOps,Pipelines hosted
Production-Main,vai-0775922,GCP,2026-07,801.7,0.0,9117595,1771.39,Vertex AI,Model serving endpoints
Security-Ops,ecs-0499787,AWS,2026-07,459.0,0.0,0,839.15,ECS,Fargate worker cluster
Finance-Systems,gcf-0239796,GCP,2026-07,0.0,0.0,15634781,244.05,Cloud Functions,Data triggers
Finance-Systems,cr-086d481,GCP,2026-07,603.6,0.0,2523653,799.26,Cloud Run,ETL pipeline service
IoT-Platform,fs-064b410,GCP,2026-07,1107.1,30.6,79133443,807.12,Firestore,Session store
Shared-Services,sb-0621661,AZURE,2026-07,620.4,0.0,8511630,478.55,Service Bus,Premium messaging
Analytics-Platform,vai-0b7a724,GCP,2026-07,220.8,0.0,0,1094.98,Vertex AI,AutoML jobs
Production-Main,csql-109c812,GCP,2026-07,854.0,593.8,0,1710.80,Cloud SQL,MySQL analytics
Production-Secondary,ps-1180924,GCP,2026-07,0.0,0.0,13741975,172.23,Pub/Sub,Data pipeline
Customer-Portal,func-081c995,AZURE,2026-07,0.0,0.0,3082418,46.60,Azure Functions,Webhook processor
Partner-Integration,vai-03b5957,GCP,2026-07,241.1,0.0,0,1180.90,Vertex AI,AutoML jobs
Marketing-Platform,vai-0c18574,GCP,2026-07,267.4,0.0,0,1341.21,Vertex AI,AutoML jobs
Analytics-Platform,clog-0e12229,GCP,2026-07,0.0,512.9,0,123.60,Cloud Logging,Application logs
Production-Secondary,s3-0075793,AWS,2026-07,0.0,72.5,35433195,241.06,S3,Static website hosting
Security-Ops,sqs-0195828,AWS,2026-07,0.0,0.0,42490626,21.37,SQS,Event notification queue
Security-Ops,ebs-08c0486,AWS,2026-07,0.0,772.4,0,480.19,EBS,io2 volumes database
Production-Main,cf-0a4b960,AWS,2026-07,0.0,0.0,63315662,320.12,CloudFront,CDN API distribution
QA-Testing,elb-03e9138,AWS,2026-07,914.6,0.0,61196583,377.15,ELB,Network load balancer
Marketing-Platform,sm-10db510,AWS,2026-07,0.0,0.0,1281836,5.11,Secrets Manager,Application secrets
Marketing-Platform,gke-1057959,GCP,2026-07,2320.3,0.0,0,4824.77,GKE,ML training cluster
Customer-Portal,vm-0dcd189,AZURE,2026-07,521.4,0.0,0,932.29,Virtual Machines,E4s v3 SIEM collector
DevOps-Central,cosmos-00ee239,AZURE,2026-07,818.5,56.4,16908675,539.43,Cosmos DB,Config store
Staging-Env,fs-109d158,GCP,2026-07,848.7,57.9,34843707,480.29,Firestore,User profiles DB
Finance-Systems,aks-0554673,AZURE,2026-07,296.8,0.0,0,453.25,AKS,Dev K8s cluster
Data-Science,ses-0e41871,AWS,2026-07,0.0,0.0,2293359,2.88,SES,Transactional email
Internal-Tools,eh-097f635,AZURE,2026-07,0.0,566.5,0,144.22,Event Hubs,Capture to storage
Production-Main,rds-0005467,AWS,2026-07,755.8,505.7,0,1878.08,RDS,db.r5.xlarge PostgreSQL primary
DR-Recovery,appi-0d8e996,AZURE,2026-07,0.0,0.0,54714076,682.16,Application Insights,APM telemetry
Shared-Services,gcs-06aa524,GCP,2026-07,0.0,7978.6,197907,191.34,Cloud Storage,Backup bucket
Finance-Systems,redis-0211914,AZURE,2026-07,846.4,0.0,0,1009.43,Azure Cache for Redis,Premium P1 cache
QA-Testing,ebs-0cff760,AWS,2026-07,0.0,1259.7,0,158.86,EBS,gp3 volumes production
Production-Secondary,elb-0fed620,AWS,2026-07,602.6,0.0,43364765,260.16,ELB,Network load balancer
Production-Secondary,csql-008e810,GCP,2026-07,667.3,469.7,0,1316.76,Cloud SQL,MySQL analytics
Customer-Portal,eh-075a870,AZURE,2026-07,805.0,0.0,33121209,361.25,Event Hubs,Standard throughput units
Production-Main,blob-086a814,AZURE,2026-07,0.0,2606.1,6784237,332.34,Blob Storage,Build artifacts
ML-Training,ebs-0b54889,AWS,2026-07,0.0,4958.7,0,225.56,EBS,st1 volumes archive
Finance-Systems,gcf-0ebd850,GCP,2026-07,0.0,0.0,12943479,193.34,Cloud Functions,Data triggers
Analytics-Platform,aks-09f1619,AZURE,2026-07,1309.6,0.0,0,2064.15,AKS,Staging K8s cluster
Partner-Integration,sm-03d6254,AWS,2026-07,0.0,0.0,1420275,5.53,Secrets Manager,Application secrets
Analytics-Platform,ado-0968389,AZURE,2026-07,0.0,127.2,0,32.13,Azure DevOps,Artifacts storage
Finance-Systems,cr-0fbf375,GCP,2026-07,548.6,0.0,2314065,704.14,Cloud Run,ETL pipeline service
Customer-Portal,vm-0d19441,AZURE,2026-07,584.9,0.0,0,344.68,Virtual Machines,D2s v3 utility server
Security-Ops,s3-09e0838,AWS,2026-07,0.0,61.6,30706226,193.07,S3,Static website hosting
Edge-Network,ebs-0907384,AWS,2026-07,0.0,440.6,0,277.90,EBS,io2 volumes database
ML-Training,sqs-0365439,AWS,2026-07,0.0,0.0,539714,0.28,SQS,Dead letter queue
Partner-Integration,eks-03c4771,AWS,2026-07,452.5,0.0,0,1397.20,EKS,Staging K8s cluster
Compliance-Audit,ses-0ad0283,AWS,2026-07,0.0,0.0,1914371,2.38,SES,Transactional email
Shared-Services,vm-0594419,AZURE,2026-07,880.1,0.0,0,3304.70,Virtual Machines,E8s v3 memory-optimized
Internal-Tools,gcs-0985887,GCP,2026-07,0.0,21322.8,7155371,649.89,Cloud Storage,Data lake bucket
Mobile-Backend,sqldb-0e7e331,AZURE,2026-07,808.7,558.1,0,3322.11,SQL Database,Premium P1 analytics
Production-Secondary,app-05e2432,AZURE,2026-07,1236.7,0.0,0,749.52,App Service,Web app P1v3
Shared-Services,rds-0c30227,AWS,2026-07,523.8,354.2,0,1044.75,RDS,db.r5.large PostgreSQL replica
Production-Main,blob-09bc732,AZURE,2026-07,0.0,6376.1,2330563,331.11,Blob Storage,Data lake storage
Customer-Portal,ses-0bde451,AWS,2026-07,0.0,0.0,737707,0.88,SES,Marketing email
Compliance-Audit,rds-055c490,AWS,2026-07,1200.4,816.1,0,2359.05,RDS,db.r5.large PostgreSQL replica
Data-Science,kin-0141333,AWS,2026-07,796.8,0.0,21856797,309.49,Kinesis,Firehose delivery
Analytics-Platform,bq-0a93447,GCP,2026-07,0.0,2173.9,0,868.50,BigQuery,BI reporting views
Analytics-Platform,clog-0d3f486,GCP,2026-07,0.0,435.5,0,108.11,Cloud Logging,Application logs
Staging-Env,bq-00fd332,GCP,2026-07,0.0,2123.9,0,852.85,BigQuery,Data export queries
Marketing-Platform,gke-01f1963,GCP,2026-07,2546.5,0.0,0,5291.88,GKE,ML training cluster
Mobile-Backend,kv-0d0a877,AZURE,2026-07,0.0,0.0,1731644,5.25,Key Vault,Secrets management
Production-Secondary,blob-04c0764,AZURE,2026-07,0.0,2475.4,6059161,388.51,Blob Storage,Media content
Security-Ops,sqs-0acf483,AWS,2026-07,0.0,0.0,49876260,24.25,SQS,Event notification queue
Marketing-Platform,sm-0c60824,AWS,2026-07,0.0,0.0,1063138,4.15,Secrets Manager,Application secrets
Customer-Portal,vm-0ea1350,AZURE,2026-07,650.2,0.0,0,398.88,Virtual Machines,D2s v3 utility server
Edge-Network,eks-0c0a109,AWS,2026-07,645.7,0.0,0,1990.09,EKS,Production K8s cluster
Shared-Services,aks-01c1897,AZURE,2026-07,1156.1,0.0,0,1738.81,AKS,Staging K8s cluster
Production-Secondary,vai-078b500,GCP,2026-07,253.6,0.0,0,1246.11,Vertex AI,AutoML jobs
ML-Training,i-0b05946,AWS,2026-07,595.6,0.0,0,2156.86,EC2,r5.2xlarge database server
Marketing-Platform,vai-0675764,GCP,2026-07,606.6,0.0,6715465,1264.23,Vertex AI,Model serving endpoints
Finance-Systems,app-0d8b965,AZURE,2026-07,885.6,0.0,0,135.45,App Service,Web app B1
Production-Main,cf-05be618,AWS,2026-07,0.0,0.0,58630935,292.16,CloudFront,CDN API distribution
Production-Secondary,ecs-0073512,AWS,2026-07,517.4,0.0,0,941.12,ECS,Fargate API cluster
Data-Science,gcs-0a7b183,GCP,2026-07,0.0,9492.9,244848,225.66,Cloud Storage,Backup bucket
Compliance-Audit,elb-0d8f759,AWS,2026-07,421.3,0.0,29245142,182.61,ELB,Network load balancer
Security-Ops,ecs-1053185,AWS,2026-07,516.9,0.0,0,936.29,ECS,Fargate worker cluster
Internal-Tools,rds-02c5855,AWS,2026-07,748.3,514.5,0,1935.44,RDS,db.r5.xlarge PostgreSQL primary
Marketing-Platform,r53-0b06291,AWS,2026-07,0.0,0.0,56511644,88.72,Route 53,DNS hosting
Edge-Network,csql-04c4474,GCP,2026-07,967.5,269.0,0,1150.88,Cloud SQL,PostgreSQL replica
Data-Science,blob-06c1498,AZURE,2026-07,0.0,10486.8,104070,306.76,Blob Storage,Backup storage
Analytics-Platform,bq-0616922,GCP,2026-07,0.0,18479.5,0,7271.43,BigQuery,ML training datasets
Internal-Tools,gcs-08ae795,GCP,2026-07,0.0,2169.3,1096301,340.68,Cloud Storage,Model artifacts
Analytics-Platform,eh-0c1e810,AZURE,2026-07,518.6,0.0,21495641,238.88,Event Hubs,Standard throughput units
QA-Testing,lam-1169721,AWS,2026-07,0.0,0.0,87978567,617.07,Lambda,Auth token validator
Shared-Services,func-0456674,AZURE,2026-07,0.0,0.0,487503,7.38,Azure Functions,Timer triggers
Data-Science,cr-0124770,GCP,2026-07,339.3,0.0,1421713,291.53,Cloud Run,Image processor
Analytics-Platform,gcs-067a623,GCP,2026-07,0.0,2650.3,2632286,196.41,Cloud Storage,Media assets bucket
Finance-Systems,cosmos-0527195,AZURE,2026-07,536.6,149.6,28589826,1159.37,Cosmos DB,User data store
Partner-Integration,app-03b2567,AZURE,2026-07,685.9,0.0,0,414.27,App Service,Web app P1v3
Compliance-Audit,elb-0385602,AWS,2026-07,845.3,0.0,35046067,255.66,ELB,Application load balancer
Finance-Systems,s3-0570229,AWS,2026-07,0.0,2611.7,1322071,98.50,S3,Analytics export bucket
DevOps-Central,aks-0f83666,AZURE,2026-07,437.6,0.0,0,641.51,AKS,Dev K8s cluster
QA-Testing,lam-0622244,AWS,2026-07,0.0,0.0,35332301,244.80,Lambda,API gateway handler
Production-Secondary,sentinel-118d311,AZURE,2026-07,0.0,0.0,71465119,1733.52,Microsoft Sentinel,SIEM detection
Customer-Portal,df-027d947,GCP,2026-07,687.5,0.0,0,1751.49,Dataflow,Streaming pipeline
Production-Main,kv-0426522,AZURE,2026-07,0.0,0.0,2533504,7.27,Key Vault,Secrets management
QA-Testing,lam-07f0573,AWS,2026-07,0.0,0.0,5150501,36.48,Lambda,Image resizer
Marketing-Platform,sm-01d7826,AWS,2026-07,0.0,0.0,996651,3.86,Secrets Manager,Application secrets
Edge-Network,ec-0e4b931,AWS,2026-07,875.1,0.0,0,619.64,ElastiCache,Redis production cluster
Marketing-Platform,rds-0d51613,AWS,2026-07,501.3,142.3,0,621.47,RDS,db.t3.medium MySQL staging
ML-Training,kin-0a76630,AWS,2026-07,760.7,0.0,32692236,457.82,Kinesis,Data stream ingestion
Security-Ops,eks-0191572,AWS,2026-07,526.7,0.0,0,1647.71,EKS,Staging K8s cluster
Shared-Services,vpn-0199240,AWS,2026-07,991.8,0.0,0,239.56,VPN Gateway,Client VPN endpoint
Mobile-Backend,sqldb-1045702,AZURE,2026-07,804.5,560.8,0,3353.59,SQL Database,Premium P1 analytics
Shared-Services,kv-0d17212,AZURE,2026-07,0.0,0.0,445219,1.31,Key Vault,Certificate store
Finance-Systems,s3-0555363,AWS,2026-07,0.0,70.4,35463963,231.87,S3,Static website hosting
Compliance-Audit,s3-0f76493,AWS,2026-07,0.0,898.1,1772278,77.00,S3,Artifact storage
Partner-Integration,vai-0eb9357,GCP,2026-07,645.1,0.0,0,3147.98,Vertex AI,Training pipelines
Internal-Tools,lam-100a745,AWS,2026-07,0.0,0.0,1187556,9.11,Lambda,Cron job runner
Marketing-Platform,ddb-0bef403,AWS,2026-07,632.8,8.7,4503069,75.30,DynamoDB,Config store table
Data-Science,gcs-043a104,GCP,2026-07,0.0,647.6,10550980,122.88,Cloud Storage,Temp processing bucket
Finance-Systems,vm-05c1838,AZURE,2026-07,818.9,0.0,0,1955.67,Virtual Machines,D8s v3 application server
Analytics-Platform,kv-05a4469,AZURE,2026-07,0.0,0.0,1619841,4.70,Key Vault,Secrets management
Security-Ops,ebs-0a88692,AWS,2026-07,0.0,4588.5,0,207.42,EBS,st1 volumes archive
Internal-Tools,cr-02e1655,GCP,2026-07,529.6,0.0,4469101,464.39,Cloud Run,Webhook handler
Marketing-Platform,vpn-04ea593,AWS,2026-07,866.5,0.0,0,223.76,VPN Gateway,Client VPN endpoint
IoT-Platform,mem-1148803,GCP,2026-07,913.4,0.0,0,636.94,Memorystore,Redis production cache
Partner-Integration,vai-1105921,GCP,2026-07,249.2,0.0,0,1267.28,Vertex AI,AutoML jobs
Finance-Systems,clog-0eff840,GCP,2026-07,0.0,229.5,0,56.09,Cloud Logging,Audit logs
