project.id,resource.name,usage_start_time,usage.amount_compute,usage.amount_storage,usage.amount_api,cost,service.description,sku.description
Marketing-Platform,ca-0a37345,2026-06,0.0,0.0,61993678,232.47,Cloud Armor,WAF policies
Staging-Env,gke-10ef646,2026-06,642.6,0.0,0,1927.82,GKE,Production API cluster
IoT-Platform,cr-0ea8795,2026-06,441.2,0.0,3677001,382.41,Cloud Run,Webhook handler
Analytics-Platform,gcs-0807814,2026-06,0.0,2609.5,2609423,189.17,Cloud Storage,Media assets bucket
Staging-Env,csql-0100157,2026-06,667.5,185.4,0,1072.43,Cloud SQL,PostgreSQL primary
IoT-Platform,bq-1193133,2026-06,0.0,3479.3,0,1391.73,BigQuery,BI reporting views
Marketing-Platform,vai-0f10130,2026-06,483.0,0.0,5366463,1046.46,Vertex AI,Model serving endpoints
Staging-Env,bq-0f21859,2026-06,0.0,1368.3,0,547.3,BigQuery,BI reporting views
Shared-Services,ca-01b0910,2026-06,0.0,0.0,84111369,315.42,Cloud Armor,WAF policies
IoT-Platform,csql-108b463,2026-06,749.9,208.2,0,900.87,Cloud SQL,PostgreSQL replica
Analytics-Platform,gcs-1084193,2026-06,0.0,9005.7,225141,207.13,Cloud Storage,Backup bucket
IoT-Platform,gke-035c324,2026-06,664.7,0.0,0,1994.14,GKE,Production API cluster
Staging-Env,ps-0e3b104,2026-06,0.0,0.0,13305076,166.31,Pub/Sub,Data pipeline
Analytics-Platform,vai-070f100,2026-06,215.0,0.0,0,1075.21,Vertex AI,AutoML jobs
Partner-Integration,gke-03be323,2026-06,490.2,0.0,0,1470.67,GKE,Batch processing cluster
Analytics-Platform,fs-00a0210,2026-06,990.2,27.5,68765227,722.03,Firestore,Session store
Analytics-Platform,csql-082e688,2026-06,586.0,406.9,0,1155.69,Cloud SQL,MySQL analytics
Edge-Network,gke-0b47654,2026-06,2525.9,0.0,0,5051.74,GKE,ML training cluster
Staging-Env,bq-0493686,2026-06,0.0,1491.1,0,596.41,BigQuery,BI reporting views
Finance-Systems,gcs-0c6f627,2026-06,0.0,10507.2,3502397,315.21,Cloud Storage,Data lake bucket
Finance-Systems,csql-0235236,2026-06,614.4,170.7,0,987.2,Cloud SQL,PostgreSQL primary
Customer-Portal,bq-0ca4291,2026-06,0.0,1160.2,0,464.07,BigQuery,Data export queries
Data-Science,cmon-0b0e986,2026-06,0.0,0.0,36352016,290.81,Cloud Monitoring,Metrics and alerting
Internal-Tools,gcs-02df884,2026-06,0.0,9758.1,243952,224.44,Cloud Storage,Backup bucket
Data-Science,csp-0121138,2026-06,574.4,79.8,39892195,3494.56,Cloud Spanner,Global transaction DB
Production-Secondary,fs-0097230,2026-06,927.6,25.8,64417698,676.39,Firestore,Session store
Staging-Env,gke-0d96647,2026-06,624.4,0.0,0,1873.34,GKE,Production API cluster
Marketing-Platform,gcf-0e5d976,2026-06,0.0,0.0,2146429,32.2,Cloud Functions,Scheduled tasks
Staging-Env,gcf-00f6258,2026-06,0.0,0.0,26193061,392.9,Cloud Functions,Pub/Sub processors
